Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lebanon,LBN,74.70588235,71.19482289,34.227,64.56551724,50.20203304,37.69438669,40.47594937,62.69178082,46.53652968,38.55936073,58.24885845,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Libya,LBY,62.08,13.51019406,15.88509134,23.97682709,37.74978939,23.33471074,112.8623188,211.94,168.8333333,187.14,252.7333333,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Lithuania,LTU,..,18.56796117,21.23826497,25.12188316,22.63945625,25.01629295,25.39649787,26.58158888,31.52525808,41.67128208,51.00950307,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Malaysia,MYS,341.9172932,202.5353673,295.3799547,340.0367465,223.2929782,215.5941971,136.6049625,146.6953753,198.0346291,148.6244415,256.3894102,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mauritius,MUS,231.5908142,223.2142857,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mexico,MEX,103.2258065,161.0124802,166.9940393,201.0045969,208.2918614,213.4797441,226.8548821,227.665751,298.7303119,372.0004574,405.6621603,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Morocco,MAR,22.96135931,25.83797468,19.92004963,8.982765642,9.693473371,9.054394904,6.558937834,6.082073648,5.862401378,5.667809911,5.341364271,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Myanmar,MMR,107.4423898,266.7963684,218.8701261,566.4148004,1861.060678,2374.990227,1211.390154,819.2758644,467.7041109,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Netherlands,NLD,24.44832098,31.54716981,12.93597273,13.00096124,17.7491164,17.9195623,16.99975438,16.87204079,16.63682166,14.64289183,14.57824451,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,New Zealand,NZL,148.7857762,164.8927537,284.950267,295.1421986,298.983612,339.5958702,341.0811918,318.8023134,312.0042061,305.1594812,235.3270242,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Nigeria,NGA,122.2161172,..,221.8610393,121.31467,112.3288531,94.73974872,94.73974872,114.8405357,106.7525856,21.1223448,12.50587851,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,North Macedonia,MKD,..,399,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Norway,NOR,28.09140866,22.28637413,17.5503716,18.77060391,17.22599933,18.02595003,17.83418889,16.92133495,18.42923034,18.13885297,15.67287438,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Oman,OMN,..,..,1.683302825,1.975385034,1.528339562,1.533946147,4.169683496,2.235571368,1.85900995,3.029802999,2.796233506,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Pakistan,PAK,154.5934172,128.9388928,119.9070156,119.0823036,131.6315867,131.6315867,124.4481341,121.1459343,122.732387,107.0616666,121.7759719,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Peru,PER,282.3466295,7640.324519,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Philippines,PHL,170.3196983,230.6627058,893.7371989,714.9874599,652.8852626,366.2112343,1403.631654,658.2394368,329.5469279,198.6037602,459.1795802,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Poland,POL,90.38348774,83.74468526,66.07484927,72.14298234,70.21902954,66.02979484,67.26407933,58.94789095,58.73706146,74.69845806,89.53253583,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Portugal,PRT,125.631769,122.3463687,122.2420762,115.9370713,110.6274222,148.2876062,155.079224,149.5544716,151.2439077,101.5177487,140.6813331,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Puerto Rico (US),PRI,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Qatar,QAT,0.394166338,0.066807408,0.08148631,0.119357149,0.143861893,0.194774631,0.18049428,0.197019995,0.194742531,0.194742531,0.194742531,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Romania,ROU,72.91040289,31.42670349,111.4387551,129.3359665,125.4590631,135.9112869,84.80589399,57.39381827,123.9062168,455.9992199,544.1518421,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Russian Federation,RUS,..,12.36104703,10.06175076,10.91829805,10.95805841,11.02722383,11.59423121,12.3673018,12.65994892,14.56473619,13.483549,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Saudi Arabia,SAU,86.16740088,26.86496564,8.781209746,8.051722819,7.300463754,7.094140136,7.073009543,9.125483411,8.461462208,7.9056615,7.135057655,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Senegal,SEN,18.09362488,73.74517375,334.5939355,279.5516731,129.7181577,98.70151061,262.2824517,293.1006988,131.7929588,438.1724564,208.6153846,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Serbia,SRB,..,..,257.009376,346.4652483,261.3923798,149.1892808,155.8009543,280.4896436,137.445148,212.8593881,236.6319947,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Slovak Republic,SVK,..,39.20544308,40.49000611,49.25436775,48.43623135,47.57498173,56.04453074,52.38164133,52.63554008,64.13466796,58.70149234,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Somalia, Fed. Rep.",SOM,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,South Africa,ZAF,96.92432099,128.3460472,238.4590996,203.5555556,237.9901961,281.16671,332.2742081,338.4332735,375.7229204,328.4251945,491.1129374,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Spain,ESP,109.4730514,119.1331338,112.7348505,110.4530592,120.3545066,114.592826,121.7860332,132.8093896,97.33883952,84.79795044,111.1538408,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sri Lanka,LKA,1877.185478,2513.894544,1502.449831,1597.654397,1119.420611,1312.525342,1803.552969,2838.098718,1461.396029,1461.396029,1461.396029,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sudan,SDN,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Sweden,SWE,115.5488127,222.4267717,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Switzerland,CHE,575,592.9466667,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Syrian Arab Republic,SYR,189.7765133,187.7247047,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Tajikistan,TJK,..,222.5,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Tanzania,TZA,954.1284404,..,..,..,..,..,..,3494.689171,1469.450542,1798.729386,1550.75213,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Thailand,THA,..,987.9025316,2102.598346,2181.99912,1904.314286,1585.505472,1492.315415,192.6433313,164.206378,368.2853322,423.2663532,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Togo,TGO,..,..,2.938666667,14.2145098,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Trinidad and Tobago,TTO,3.062985332,3.343261896,1.279630785,1.34837951,0.516226212,0.433162575,0.517716078,0.404565898,0.402360069,0.734843846,0.972020622,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Tunisia,TUN,9.693348214,9.77602108,30.60871381,26.90712367,21.02566642,34.46195332,33.82035657,25.13789017,46.03420306,41.88917207,32.65091512,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Turkiye,TUR,120.6961488,259.0504679,159.2253334,221.4131803,188.9417948,149.3922925,141.6523899,125.0584674,115.9883199,133.8328738,181.3141117,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Turkmenistan,TKM,..,167.6666667,100.0193424,86.89903846,79.5,81.79542203,69.83908662,62.5862069,56.81973216,67.67290192,67.67290192,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Ukraine,UKR,..,19.76639712,95.90570266,110.9680119,188.3145583,209.6196629,208.8235394,253.0506916,262.7544367,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,United Arab Emirates,ARE,5.474772249,14.42070666,2.185155815,1.945004072,1.672596339,1.480132025,1.597153757,1.848236101,1.764863475,1.764863475,1.764970637,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,United Kingdom,GBR,149.0636704,156.5217391,366.6908388,473.5172851,412.5511596,436.8188513,439.1752577,341.8342325,355.8116724,215.6584092,238.3690775,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,United States,USA,76.84509457,106.1527961,123.1155989,117.2679779,110.4042352,109.3040712,104.6716212,106.6125719,110.0026146,100.7911565,100.7911565,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Uruguay,URY,599.0333333,694.1466667,1813.522581,1671.710784,2258.381579,2178.037838,1885.232432,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Uzbekistan,UZB,..,91.60611376,81.40497668,83.53592621,89.66621274,74.83545017,90.31473655,91.39787951,78.92377899,68.6399477,87.71890121,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Venezuela, RB",VEN,110.0963978,82.23972003,96.17063944,67.92314462,62.88974606,102.6240911,38.74897249,67.27612656,67.91786448,67.91786448,67.91786448,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Viet Nam,VNM,663.8376777,998.6784141,218.8462428,208.6210103,208.001361,193.9043302,171.5467607,179.7517028,178.7767576,115.8719122,120.868071,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Zambia,ZMB,561.3207547,3487.888889,..,..,..,..,..,..,..,..,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Zimbabwe,ZWE,133.5071656,163.0177515,251.1182109,944.2028986,671.559633,623.4741784,623.4741784,166.4274029,303.5807771,253.2597137,..,..,
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Africa Eastern and Southern,AFE,112.846804,140.0331944,659.1859792,708.2916453,752.7103702,714.9938098,831.5833673,930.1770295,876.4127982,815.5871705,..,..,
