Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Pakistan,PAK,58.13,77.66,97.1,100.56,105.46,99.66,100.32,105.14,113.42,104.13,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Panama,PAN,114.92,93.6,98.44,102.09,104.95,109.94,118.42,126.08,129.48,130.95,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Papua New Guinea,PNG,57.53,74.52,99.79,100.41,100.18,101.18,100.99,97.48,98.77,99.03,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Paraguay,PRY,40.37,39.92,99.68,101.53,109.45,111.5,101.14,118.78,108.94,74.78,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Peru,PER,32.46,61.57,98.85,103.18,102.64,112.31,114.67,118.61,125,130.74,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Philippines,PHL,65.27,72.38,100.38,97.58,103.23,102.8,101.81,102.93,105.11,103.98,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Poland,POL,128.14,101.87,92.36,102.35,103.14,93.26,90.07,107.75,107.9,110.01,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Portugal,PRT,107.73,86.03,111.68,95.44,116.61,102.05,118.31,110.11,144.08,113.88,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Puerto Rico (US),PRI,157.38,117.68,101.89,107.22,107.43,105.79,109.01,108.12,107.54,107.53,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Qatar,QAT,36.37,83.26,100.26,100.52,101.36,122.73,128.78,138.06,148.93,153.35,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Romania,ROU,81.74,69.57,94.2,100.82,123.9,132.87,123.84,87.26,115.92,85.41,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Russian Federation,RUS,..,63.26,99.62,103.5,110.11,103.6,111.52,112.78,111.37,133.67,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Rwanda,RWA,66.24,75.13,100.32,102.45,106.03,111.58,114.9,116.33,122.56,123.19,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Samoa,WSM,99.85,102.75,87.02,84.69,82.65,82.81,80.7,81.74,85.19,84.07,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Sao Tome and Principe,STP,53.52,108.93,88.87,104.59,110.39,106.57,106.22,105.73,106.25,107.39,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Saudi Arabia,SAU,119.67,105.82,105.05,110.39,136.79,138.35,152.11,181.73,174.15,182.29,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Senegal,SEN,53.33,74.48,114.05,105.88,141.51,166.28,165.89,203.82,198.07,189.93,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Serbia,SRB,..,..,92.06,109.16,86.01,107.24,108.26,113.06,103.4,94.58,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Seychelles,SYC,113.9,122.52,103.36,101.3,101.56,101.47,102.09,101.91,102.55,101.78,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Sierra Leone,SLE,40.42,29.01,96.14,93.47,83.94,89,77.42,91.15,133.47,105.75,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Singapore,SGP,46.85,44.56,100.94,98.96,100.12,106.1,107.4,101.67,104.66,90.86,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Slovak Republic,SVK,..,72.89,86.66,108.31,87.54,96.8,93.51,101.12,99.81,85,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Slovenia,SVN,..,113.76,106,95.74,87.31,101.33,93.98,105.74,84.9,81.75,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Solomon Islands,SLB,67.64,87.24,100.49,100.6,102.04,103.63,104.71,104.29,108.11,108,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,"Somalia, Fed. Rep.",SOM,113.44,94.22,105.5,93.42,101.67,105.58,102.53,100.95,101.06,101.37,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,South Africa,ZAF,72.91,89.03,100.68,91.43,117.28,111.94,106.95,119.28,125.16,124.13,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,South Sudan,SSD,..,..,103.33,98.41,96.58,101.12,106.95,110.85,112.4,117.91,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Spain,ESP,83.44,95.06,99.16,106.19,98.65,121.45,102.04,116.68,114.78,87.04,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Sri Lanka,LKA,39.95,73.46,104.53,97.71,86.75,94.14,95.85,107.34,117.02,95.73,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,St. Kitts and Nevis,KNA,420.7,475.23,98.04,99.96,104.33,105.11,111.43,107.75,109.84,108.37,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,St. Lucia,LCA,510.29,215.3,101.3,96.39,100.37,104.32,98.66,79.91,72.91,77.63,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,St. Vincent and the Grenadines,VCT,119.15,70.66,100.22,97.65,99.48,101.23,102.74,103.68,102.09,102.52,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Sudan,SDN,..,..,85.38,107.7,103.42,130.94,122.21,128.05,116.62,126.22,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Suriname,SUR,69.98,62.02,97.92,99.2,102.18,95.87,89.67,79.98,79.9,80.24,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Sweden,SWE,110.09,91.58,103.91,96.22,103.35,64.14,105.2,102.54,91.72,103.06,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Switzerland,CHE,123.94,122.28,96.5,93.29,96.02,107.56,98.23,104.23,80.53,97.36,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Syrian Arab Republic,SYR,80.67,126.27,113.44,101.49,112.54,107.35,123.99,128.83,100.49,96.3,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Tajikistan,TJK,..,44.72,99.16,101.93,109.07,119.18,131.07,137.86,131.68,131.33,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Tanzania,TZA,34.06,37.58,104.21,96.27,93.64,99.97,101.22,106.51,104.72,100.37,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Thailand,THA,51.86,74.25,96.14,100.72,102.94,106.38,102.51,97.97,102.1,106.6,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Timor-Leste,TLS,80.79,92.03,102.75,92.72,87.16,95.52,86.08,92.42,93.42,107.66,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Togo,TGO,49.78,63.8,97.1,100.52,105.63,111.28,112.96,112.72,115.76,119.81,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Tonga,TON,95.84,90.56,107.67,98.07,98.07,96.26,96.61,96.53,96.72,97.18,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Trinidad and Tobago,TTO,230.85,211.7,101.01,101.41,104.64,105.87,101.45,102,101.09,98.55,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Tunisia,TUN,61.83,64.63,119.87,93.18,90.71,118.98,106.36,131.04,102.89,111.48,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Turkiye,TUR,66.72,82.57,102.18,102.84,108.25,107.22,109.98,115.79,114.51,125.29,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Turkmenistan,TKM,..,90.6,96.04,111.71,113.42,107.51,116.92,126.11,125.31,121.16,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Tuvalu,TUV,66.81,85.51,100.14,100.89,101.66,102.59,116.36,117.35,117.01,112.68,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Uganda,UGA,86.82,110.86,104.94,91.92,105.08,103.86,122.78,153.38,169.72,148.35,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Ukraine,UKR,..,49.1,96.11,103.75,100.82,111.07,112.83,100.9,121.71,90.06,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,United Arab Emirates,ARE,53.66,355.97,104.59,105.09,98.67,98.98,102.45,108.17,113.32,116.03,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,United Kingdom,GBR,98.26,98.54,102.87,92.94,101.62,91.3,101.7,83.04,90.1,94.33,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,United States,USA,67.17,79.88,95.48,106.71,100.53,100.21,93.68,98.43,101,92.96,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Uruguay,URY,27.9,39.8,103.42,89.03,104.17,65.2,97.48,85.09,91.17,79.71,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Uzbekistan,UZB,..,46.55,101.34,103.26,95.76,89.45,95.67,99.01,102.59,107.7,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Vanuatu,VUT,76.42,60.38,97.51,97.93,82.67,83.09,83.93,83.43,84.58,84.55,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,"Venezuela, RB",VEN,78.44,100.84,103.62,96.38,95.79,86.25,86.75,95.11,97.18,93.94,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Viet Nam,VNM,32.77,58.98,100.98,99.63,101.53,104.7,105.44,106.01,109.24,109.55,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,West Bank and Gaza,PSE,..,152.03,84.78,113.29,114.9,126.82,129.95,124.13,117.31,116.75,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,"Yemen, Rep.",YEM,50.53,68.09,98.61,92.8,92.49,88.83,105.46,109.51,124.71,118.58,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Zambia,ZMB,36.46,44.27,91.35,105.97,128.94,117.61,107.69,129.22,136.31,123.04,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Zimbabwe,ZWE,119.32,138.01,96.35,94.14,107.07,135.98,104.29,127.77,129.97,123.48,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Africa Eastern and Southern,AFE,17.19871966,72.23412045,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Africa Western and Central,AFW,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Arab World,ARB,38.62621725,72.22077762,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Caribbean small states,CSS,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Central Europe and the Baltics,CEB,..,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Early-demographic dividend,EAR,7.114595902,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,East Asia & Pacific,EAS,97.00258381,97.90214945,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,East Asia & Pacific (excluding high income),EAP,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,East Asia & Pacific (IDA & IBRD countries),TEA,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Euro area,EMU,4.588439521,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Europe & Central Asia,ECS,..,99.96242498,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Europe & Central Asia (excluding high income),ECA,..,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Europe & Central Asia (IDA & IBRD countries),TEC,..,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,European Union,EUU,6.145876013,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Fragile and conflict affected situations,FCS,17.40652105,72.64125578,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Heavily indebted poor countries (HIPC),HPC,17.29837128,72.36830771,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,High income,HIC,12.68659458,97.26156688,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,IBRD only,IBD,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,IDA & IBRD total,IBT,24.02421961,78.55590074,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,IDA blend,IDB,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,IDA only,IDX,17.54407879,72.6429646,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,IDA total,IDA,17.96942185,73.12765933,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Late-demographic dividend,LTE,97.90452577,98.62206451,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Latin America & Caribbean,LCN,99.78090919,99.83287542,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Latin America & Caribbean (excluding high income),LAC,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Latin America & the Caribbean (IDA & IBRD countries),TLA,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Least developed countries: UN classification,LDC,17.45048315,72.5272068,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Low & middle income,LMY,48.62635983,78.2607249,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Low income,LIC,38.62622208,72.18120365,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Lower middle income,LMC,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,"Middle East, North Africa, Afghanistan & Pakistan",MEA,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,"Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD)",TMN,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Middle income,MIC,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,North America,NAC,99.4011407,99.49728648,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,OECD members,OED,13.68342391,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Other small states,OSS,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Pacific island small states,PSS,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Post-demographic dividend,PST,11.53385155,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Pre-demographic dividend,PRE,39.11921131,72.52815818,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Small states,SST,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,South Asia,SAS,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,South Asia (IDA & IBRD),TSA,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Sub-Saharan Africa,SSF,17.54775609,72.65427853,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Sub-Saharan Africa (excluding high income),SSA,39.25222986,72.62253057,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Sub-Saharan Africa (IDA & IBRD countries),TSS,17.54775609,72.65427853,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,Upper middle income,UMC,100,100,100,100,100,100,100,100,..,..,..,..,,,,
Crop production index (2014-2016 = 100),AG.PRD.CROP.XD,World,WLD,21.08767282,79.96708786,100,100,100,100,100,100,..,..,..,..,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,,,
Last Updated: 10/07/2025,,,,,,,,,,,,,,,,,,,
Code,License Type,Indicator Name,Short definition,Long definition,Source,Topic,Dataset,Unit of measure,Periodicity,Reference period,Aggregation method,Development relevance,Limitations and exceptions,License URL,,,,,
AG.PRD.CROP.XD,CC BY-4.0,Crop production index (2014-2016 = 100),"Crop production index shows agricultural production for each year relative to the base period 2014-2016. It includes all crops except fodder crops. Regional and income group aggregates for the FAO's production indexes are calculated from the underlying values in international dollars, normalized to the base period 2014-2016.","Crop production index shows agricultural production for each year relative to the base period 2014-2016. It includes all crops except fodder crops. Regional and income group aggregates for the FAO's production indexes are calculated from the underlying values in international dollars, normalized to the base period 2014-2016.","FAO electronic files and web site, Food and Agriculture Organization of the United Nations (FAO), publisher: Food and Agriculture Organization of the United Nations (FAO)",Environment: Agricultural production,WDI,index (2014-2016=100),Annual,1961-2022,Weighted average,"The commodities covered in the computation of indices of agricultural production are all crops and livestock products originating in each country. Practically all products are covered, with the main exception of fodder crops. The category of food production includes commodities that are considered edible and that contain nutrients. Accordingly, coffee and tea are excluded along with inedible commodities because, although edible, they have practically no nutritive value.













It should be noted that when calculating indices of agricultural, food and nonfood production, all intermediate primary inputs of agricultural origin are deducted. However, for indices of any other commodity group, only inputs originating from within the same group are deducted; thus, only seed is removed from the group crops"" and from all crop subgroups", such as cereals, oil crops, etc.; and both feed and seed originating from within the livestock sector (e.g. milk feed," hatching eggs) are removed from the group ""livestock products"". For the main two livestock subgroups", namely, meat and milk, only feed originating from the respective subgroup is removed.
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Crop production data refer to the actual harvested production from the field or orchard and gardens," excluding harvesting and threshing losses and that part of crop not harvested for any reason. Production therefore includes the quantities of the commodity sold in the market (marketed production) and the quantities consumed or used by the producers (auto-consumption).""","The FAO indices may differ from those produced by the countries themselves because of differences in concepts of production, coverage, time periods, weights, time reference of data, methods of calculation, and use of international prices.











Agricultural data are collected by the Food and Agriculture Organization of the United Nations (FAO) from official national sources through annual questionnaires and are supplemented with information from official secondary data sources. The secondary sources cover official country data from websites of national ministries, national publications and related country data reported by various international organizations. The FAO tries to impose standard definitions and reporting methods, but complete consistency across countries and over time is not possible. Data on agricultural employment, in particular, should be used with caution. In many countries much agricultural employment is informal and unrecorded, including substantial work performed by women and children. To address some of these concerns, this indicator is heavily footnoted in the database in sources, definition, and coverage.",https://datacatalog.worldbank.org/public-licenses#cc-by,,,,,,,,,,,,,,,,
